,Player,Week,CALCAVGYdsPass2,CALCAVGCmp%Pass,CALCAVGTgtRec,CALCAVG1DPass,CALCAVGTDPass,CALCAVGRateRec,CALCAVGRecY_ind,CALCAVGCmpPass,CALCAVGYdsPass1,CALCAVGIntPass,CALCAVGTDRec,CALCAVG1DRec,CALCAVGY/APass,CALCAVGSkPass,CALCAVG1DRush,CALCAVGAttPass,CALCAVGRecRec,CALCAVGY/ARush,CALCAVGSkYdsPass,CALCAVGCtch%Rec,CALCAVGAttRush,CALCAVGTDRush,CALCAVGYdsRec,CALCAVGYdsRush,UniquePlayer,Position,Name + ID,Name,ID_x,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame,HomeTeam,AwayTeam,OpposingTeam,OpposingTeamAbbrev_x,OffenseTeam,ID_y,OpposingTeamAbbrev_y,CALCAVGGOFNS,CALCAVGPlaysOFNS,CALCAVGToGoOFNS,CALCAVGYdsOFNS,CALCAVG1st%OFNS,CALCAVGTO%OFNS,CALCAVGTDOFNS,CALCAVGFGOFNS,CALCAVGnanOFNS,CALCAVGIntOFNS,CALCAVGFmbOFNS,CALCAVGSkOFNS,CALCAVGPassOFNS,CALCAVGRushOFNS,CALCAVGFGOFNS1,CALCAVGPuntOFNS,ID,OpposingTeamAbbrev,CALCAVGGDFNS,CALCAVGPlaysDFNS,CALCAVGToGoDFNS,CALCAVGYdsDFNS,CALCAVG1st%DFNS,CALCAVGTO%DFNS,CALCAVGTDDFNS,CALCAVGFGDFNS,CALCAVGnanDFNS,CALCAVGIntDFNS,CALCAVGFmbDFNS,CALCAVGSkDFNS,CALCAVGPassDFNS,CALCAVGRushDFNS,CALCAVGFGDFNS1,CALCAVGPuntDFNS
88,Allen Lazard,11,0.0,0.0,5.666666666666667,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6666666666666666,3.6666666666666665,0.0,0.0,0.3333333333333333,0.0,4.333333333333333,5.666666666666667,0.0,0.7833333333333333,0.6666666666666666,0.0,84.66666666666667,5.666666666666667,Allen LazardWR15260875,WR,Allen Lazard (15784939),Allen Lazard,15784939,WR/FLEX,4600,GB@IND 11/22/2020 04:25PM ET,GB,18.37,IND,GB,IND,15260867,15260875,15260867,IND,1.0,77.0,7.433333333333334,5.122222222222222,0.2603333333333333,0.007333333333333334,3.6666666666666665,1.3333333333333333,20.11111111111111,0.3333333333333333,0.2222222222222222,1.2222222222222223,36.111111111111114,27.444444444444443,1.3333333333333333,3.111111111111111,15260875,GB,1.0,74.11111111111111,7.611111111111111,3.8666666666666663,0.22522222222222224,0.01977777777777778,2.0,1.2222222222222223,16.88888888888889,1.2222222222222223,0.2222222222222222,2.3333333333333335,34.111111111111114,26.0,1.5555555555555556,4.222222222222222
104,Alvin Kamara,11,0.0,0.0,8.88888888888889,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.4444444444444444,3.2222222222222223,0.0,0.0,3.5555555555555554,0.0,7.444444444444445,4.818888888888889,0.0,0.8337777777777778,11.555555555555555,0.7777777777777778,72.0,54.0,Alvin KamaraRB15260880,RB,Alvin Kamara (15784563),Alvin Kamara,15784563,RB/FLEX,9200,ATL@NO 11/22/2020 01:00PM ET,NO,27.71,NO,ATL,ATL,15260883,15260880,15260883,ATL,1.0,80.11111111111111,7.222222222222222,4.688888888888888,0.278,0.014444444444444446,3.3333333333333335,2.0,22.11111111111111,0.3333333333333333,0.7777777777777778,1.4444444444444444,36.333333333333336,29.555555555555557,2.111111111111111,3.3333333333333335,15260880,NO,1.0,78.0,7.3888888888888875,5.211111111111111,0.2703333333333333,0.013777777777777778,3.3333333333333335,1.5555555555555556,21.11111111111111,0.7777777777777778,0.3333333333333333,1.5555555555555556,40.44444444444444,22.77777777777778,1.7777777777777777,3.4444444444444446
113,Amari Cooper,11,0.0,0.0,9.222222222222221,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.2222222222222222,3.7777777777777777,0.0,0.0,0.0,0.0,6.555555555555555,1.2222222222222223,0.0,0.6793333333333335,0.3333333333333333,0.0,72.77777777777777,1.2222222222222223,Amari CooperWR15260870,WR,Amari Cooper (15784917),Amari Cooper,15784917,WR/FLEX,5400,DAL@MIN 11/22/2020 04:25PM ET,DAL,16.18,MIN,DAL,MIN,15260877,15260870,15260877,MIN,1.0,87.33333333333333,7.666666666666667,4.433333333333334,0.26744444444444443,0.024666666666666663,2.3333333333333335,1.8888888888888888,23.666666666666668,0.8888888888888888,1.3333333333333333,2.888888888888889,46.111111111111114,27.0,2.2222222222222223,3.2222222222222223,15260870,DAL,1.0,80.11111111111111,7.533333333333335,4.711111111111111,0.26044444444444437,0.012555555555555556,2.7777777777777777,2.5555555555555554,21.11111111111111,0.7777777777777778,0.2222222222222222,2.0,38.44444444444444,28.11111111111111,2.6666666666666665,2.7777777777777777
122,Anthony Firkser,11,0.0,0.0,4.25,0.0,0.0,0.0,0.375,0.0,0.0,0.0,0.125,2.0,0.0,0.0,0.0,0.0,3.125,0.0,0.0,0.748625,0.0,0.0,31.125,0.0,Anthony FirkserTE15260871,TE,Anthony Firkser (15785365),Anthony Firkser,15785365,TE/FLEX,2500,TEN@BAL 11/22/2020 01:00PM ET,TEN,7.36,BAL,TEN,BAL,15260866,15260871,15260866,BAL,1.0,78.0,7.3999999999999995,4.755555555555556,0.2636666666666667,0.0054444444444444445,3.3333333333333335,1.3333333333333333,20.666666666666668,0.3333333333333333,0.1111111111111111,1.4444444444444444,32.666666666666664,30.88888888888889,2.2222222222222223,3.5555555555555554,15260871,TEN,1.0,77.22222222222223,7.711111111111112,4.155555555555555,0.2401111111111111,0.020111111111111114,2.2222222222222223,0.7777777777777778,18.555555555555557,0.4444444444444444,1.1111111111111112,2.7777777777777777,39.0,24.22222222222222,1.2222222222222223,4.444444444444445
138,Anthony Sherman,11,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.5,0.0,0.5,1.0,0.0,0.5,1.0,0.0,2.5,1.0,Anthony ShermanRB15260868,RB,Anthony Sherman (15784845),Anthony Sherman,15784845,RB/FLEX,4000,KC@LV 11/22/2020 08:20PM ET,KC,1.92,LV,KC,LV,15260876,15260868,15260876,LV,1.0,78.0,7.444444444444445,5.188888888888888,0.28877777777777774,0.008888888888888889,3.6666666666666665,1.6666666666666667,22.555555555555557,0.1111111111111111,0.5555555555555556,1.3333333333333333,38.55555555555556,25.77777777777778,1.8888888888888888,3.111111111111111,15260868,KC,1.0,78.11111111111111,7.699999999999999,4.833333333333332,0.27322222222222226,0.012888888888888889,3.0,1.7777777777777777,21.333333333333332,0.7777777777777778,0.2222222222222222,1.2222222222222223,38.55555555555556,25.333333333333332,2.0,3.0
147,Antonio Gibson,11,0.0,0.0,3.3333333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8888888888888888,0.0,0.0,2.5555555555555554,0.0,2.888888888888889,4.02,0.0,0.7888888888888889,11.444444444444445,0.7777777777777778,22.444444444444443,48.44444444444444,Antonio GibsonRB15260891,RB,Antonio Gibson (15784605),Antonio Gibson,15784605,RB/FLEX,5800,CIN@WAS 11/22/2020 01:00PM ET,WAS,14.76,WAS,CIN,CIN,15260869,15260891,15260869,CIN,1.0,78.66666666666667,7.644444444444444,4.133333333333333,0.23822222222222228,0.021333333333333333,2.3333333333333335,1.3333333333333333,18.88888888888889,0.7777777777777778,0.7777777777777778,3.3333333333333335,40.77777777777778,23.88888888888889,1.8888888888888888,4.222222222222222,15260891,WAS,1.0,78.55555555555556,7.411111111111111,5.166666666666667,0.27355555555555555,0.014222222222222223,3.111111111111111,1.8888888888888888,21.11111111111111,0.8888888888888888,0.2222222222222222,1.2222222222222223,37.44444444444444,26.666666666666668,2.3333333333333335,3.4444444444444446
155,Austin Ekeler,11,0.0,0.0,4.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.75,0.0,0.0,3.5,0.0,4.25,5.2875,0.0,1.0,12.25,0.25,36.0,62.0,Austin EkelerRB15260872,RB,Austin Ekeler (15784595),Austin Ekeler,15784595,RB/FLEX,6100,NYJ@LAC 11/22/2020 04:05PM ET,LAC,15.55,LAC,NYJ,NYJ,15260887,15260872,15260887,NYJ,1.0,86.22222222222223,7.611111111111111,4.666666666666667,0.24911111111111112,0.013444444444444445,2.888888888888889,1.5555555555555556,21.666666666666668,0.6666666666666666,0.4444444444444444,2.0,39.0,32.333333333333336,2.111111111111111,4.0,15260872,LAC,1.0,79.11111111111111,7.800000000000001,5.066666666666666,0.2752222222222222,0.014222222222222223,3.111111111111111,2.111111111111111,21.88888888888889,0.7777777777777778,0.3333333333333333,1.2222222222222223,36.666666666666664,29.666666666666668,2.6666666666666665,2.888888888888889
163,Austin Hooper,11,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,1.8571428571428572,0.0,0.0,0.0,0.0,3.2857142857142856,0.0,0.0,0.6852857142857143,0.0,0.0,30.857142857142858,0.0,Austin HooperTE15260885,TE,Austin Hooper (15785253),Austin Hooper,15785253,TE/FLEX,3900,PHI@CLE 11/22/2020 01:00PM ET,CLE,7.23,CLE,PHI,PHI,15260862,15260885,15260862,PHI,1.0,73.88888888888889,7.588888888888889,4.699999999999999,0.26066666666666666,0.01522222222222222,2.7777777777777777,1.2222222222222223,19.444444444444443,0.7777777777777778,0.3333333333333333,1.3333333333333333,29.77777777777778,30.88888888888889,1.4444444444444444,3.2222222222222223,15260885,CLE,1.0,82.33333333333333,7.98888888888889,4.2333333333333325,0.24622222222222223,0.012777777777777777,3.0,1.6666666666666667,20.22222222222222,0.3333333333333333,0.6666666666666666,3.4444444444444446,37.333333333333336,30.444444444444443,1.8888888888888888,4.777777777777778
171,Baker Mayfield,11,-7.444444444444445,61.70000000000001,0.0,9.88888888888889,1.6666666666666667,88.67777777777778,0.0,16.555555555555557,182.88888888888889,0.7777777777777778,0.0,0.0,6.888888888888889,1.3333333333333333,0.5555555555555556,27.0,0.0,2.647777777777778,-7.444444444444445,0.0,2.4444444444444446,0.0,0.0,7.333333333333333,Baker MayfieldQB15260885,QB,Baker Mayfield (15784508),Baker Mayfield,15784508,QB,5400,PHI@CLE 11/22/2020 01:00PM ET,CLE,13.94,CLE,PHI,PHI,15260862,15260885,15260862,PHI,1.0,73.88888888888889,7.588888888888889,4.699999999999999,0.26066666666666666,0.01522222222222222,2.7777777777777777,1.2222222222222223,19.444444444444443,0.7777777777777778,0.3333333333333333,1.3333333333333333,29.77777777777778,30.88888888888889,1.4444444444444444,3.2222222222222223,15260885,CLE,1.0,82.33333333333333,7.98888888888889,4.2333333333333325,0.24622222222222223,0.012777777777777777,3.0,1.6666666666666667,20.22222222222222,0.3333333333333333,0.6666666666666666,3.4444444444444446,37.333333333333336,30.444444444444443,1.8888888888888888,4.777777777777778
179,Ben Roethlisberger,11,-9.666666666666666,66.86666666666667,0.0,13.11111111111111,2.4444444444444446,104.07777777777777,0.0,24.77777777777778,251.88888888888889,0.4444444444444444,0.0,0.0,6.833333333333333,1.1111111111111112,0.3333333333333333,37.111111111111114,0.0,1.0444444444444445,-9.666666666666666,0.0,2.111111111111111,0.0,0.0,1.5555555555555556,Ben RoethlisbergerQB15260860,QB,Ben Roethlisberger (15784491),Ben Roethlisberger,15784491,QB,6700,PIT@JAX 11/22/2020 01:00PM ET,PIT,20.79,JAX,PIT,JAX,15260884,15260860,15260884,JAX,1.0,79.11111111111111,7.577777777777778,4.333333333333333,0.24533333333333335,0.011111111111111112,3.4444444444444446,1.5555555555555556,19.444444444444443,0.4444444444444444,0.4444444444444444,1.1111111111111112,38.666666666666664,26.444444444444443,1.5555555555555556,4.333333333333333,15260860,PIT,1.0,78.33333333333333,7.355555555555554,5.322222222222222,0.268,0.01311111111111111,3.4444444444444446,2.111111111111111,21.0,0.7777777777777778,0.2222222222222222,1.0,34.55555555555556,30.22222222222222,2.4444444444444446,2.7777777777777777
187,Benny Snell Jr.,11,0.0,0.0,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,0.0,0.25,2.5075,0.0,0.25,6.25,0.25,0.0,22.5,Benny Snell Jr.RB15260860,RB,Benny Snell Jr. (15784707),Benny Snell Jr.,15784707,RB/FLEX,4000,PIT@JAX 11/22/2020 01:00PM ET,PIT,4.25,JAX,PIT,JAX,15260884,15260860,15260884,JAX,1.0,79.11111111111111,7.577777777777778,4.333333333333333,0.24533333333333335,0.011111111111111112,3.4444444444444446,1.5555555555555556,19.444444444444443,0.4444444444444444,0.4444444444444444,1.1111111111111112,38.666666666666664,26.444444444444443,1.5555555555555556,4.333333333333333,15260860,PIT,1.0,78.33333333333333,7.355555555555554,5.322222222222222,0.268,0.01311111111111111,3.4444444444444446,2.111111111111111,21.0,0.7777777777777778,0.2222222222222222,1.0,34.55555555555556,30.22222222222222,2.4444444444444446,2.7777777777777777
196,Blake Jarwin,11,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,12.0,0.0,Blake JarwinTE15260870,TE,Blake Jarwin (15785307),Blake Jarwin,15785307,TE/FLEX,2500,DAL@MIN 11/22/2020 04:25PM ET,DAL,2.2,MIN,DAL,MIN,15260877,15260870,15260877,MIN,1.0,87.33333333333333,7.666666666666667,4.433333333333334,0.26744444444444443,0.024666666666666663,2.3333333333333335,1.8888888888888888,23.666666666666668,0.8888888888888888,1.3333333333333333,2.888888888888889,46.111111111111114,27.0,2.2222222222222223,3.2222222222222223,15260870,DAL,1.0,80.11111111111111,7.533333333333335,4.711111111111111,0.26044444444444437,0.012555555555555556,2.7777777777777777,2.5555555555555554,21.11111111111111,0.7777777777777778,0.2222222222222222,2.0,38.44444444444444,28.11111111111111,2.6666666666666665,2.7777777777777777
206,Boston Scott,11,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.4444444444444444,0.0,0.0,1.2222222222222223,0.0,1.4444444444444444,5.0344444444444445,0.0,0.5666666666666667,5.666666666666667,0.1111111111111111,12.666666666666666,27.333333333333332,Boston ScottRB15260862,RB,Boston Scott (15784619),Boston Scott,15784619,RB/FLEX,5600,PHI@CLE 11/22/2020 01:00PM ET,PHI,6.78,CLE,PHI,CLE,15260885,15260862,15260885,CLE,1.0,80.44444444444444,7.900000000000001,4.111111111111111,0.2372222222222222,0.025555555555555557,2.5555555555555554,1.0,19.11111111111111,1.3333333333333333,0.6666666666666666,3.7777777777777777,42.111111111111114,24.0,1.4444444444444444,4.333333333333333,15260862,PHI,1.0,78.88888888888889,7.433333333333333,4.522222222222222,0.2828888888888889,0.019666666666666666,3.111111111111111,1.4444444444444444,22.666666666666668,0.7777777777777778,0.7777777777777778,2.4444444444444446,40.22222222222222,26.333333333333332,1.7777777777777777,2.3333333333333335
215,Brandin Cooks,11,0.0,0.0,7.555555555555555,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,2.6666666666666665,0.0,0.0,0.0,0.0,4.777777777777778,0.0,0.0,0.5725555555555556,0.0,0.0,61.0,0.0,Brandin CooksWR15260889,WR,Brandin Cooks (15784921),Brandin Cooks,15784921,WR/FLEX,5200,NE@HOU 11/22/2020 01:00PM ET,HOU,13.21,HOU,NE,NE,15260865,15260889,15260865,NE,1.0,72.44444444444444,7.433333333333333,4.888888888888889,0.25455555555555553,0.012555555555555556,2.5555555555555554,1.5555555555555556,18.444444444444443,0.5555555555555556,0.3333333333333333,2.888888888888889,36.44444444444444,22.333333333333332,2.0,3.6666666666666665,15260889,HOU,1.0,70.0,7.333333333333333,5.044444444444444,0.27355555555555555,0.02377777777777778,2.4444444444444446,1.8888888888888888,19.11111111111111,1.2222222222222223,0.4444444444444444,1.4444444444444444,28.77777777777778,29.0,2.0,2.7777777777777777
