,Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame,UniquePlayer,Week,Player,CmpPass,AttPass,Cmp%Pass,YdsPass1,TDPass,IntPass,SkPass,YdsPass2,Y/APass,1DPass,RateRec,TgtRec,RecRec,Ctch%Rec,YdsRec,TDRec,1DRec,AttRush,YdsRush,Y/ARush,TDRush,1DRush,SkYdsPass,PY_ind,RY_ind,RecY_ind,FantasyPoints_DK,CALCAVGCtch%Rec,CALCAVG1DRec,CALCAVG1DRush,CALCAVG1DPass,CALCAVGSkPass,CALCAVGAttRush,CALCAVGTDRec,CALCAVGRateRec,CALCAVGY/APass,CALCAVGCmp%Pass,CALCAVGIntPass,CALCAVGYdsRec,CALCAVGTDPass,CALCAVGCmpPass,CALCAVGY/ARush,CALCAVGYdsPass2,CALCAVGYdsRush,CALCAVGYdsPass1,CALCAVGTDRush,CALCAVGRecRec,CALCAVGSkYdsPass,CALCAVGTgtRec,CALCAVGRecY_ind,CALCAVGAttPass
800,WR,Emmanuel Sanders (15561883),Emmanuel Sanders,15561883,WR/FLEX,4800,LAC@NO 10/12/2020 08:15PM ET,15260880,11.05,Emmanuel SandersWR15260880,5,Emmanuel Sanders,0,0,0,0,0,0,0,0,0,0,0,14,12,0.857,122,0,5,0,0,0,0,0,0,0,0,3,27.2,0.6000000000000001,3.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,45.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.0,5.5,0.0,0.0
801,WR,Curtis Samuel (15561881),Curtis Samuel,15561881,WR/FLEX,4800,CAR@ATL 10/11/2020 01:00PM ET,15260878,8.05,Curtis SamuelWR15260878,5,Curtis Samuel,0,0,0,0,0,0,0,0,0,0,0,5,5,1,36,0,3,4,28,7,0,1,0,0,0,0,11.399999999999999,0.84375,1.75,0.5,0.0,0.0,2.75,0.0,0.0,0.0,0.0,0.0,36.75,0.0,0.0,2.9375,0.0,8.75,0.0,0.0,3.5,0.0,4.5,0.0,0.0
802,WR,A.J. Green (15561875),A.J. Green,15561875,WR/FLEX,4800,CIN@BAL 10/11/2020 01:00PM ET,15260869,6.48,A.J. GreenWR15260869,5,A.J. Green,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.455,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.0,8.25,0.0,0.0
803,RB,Myles Gaskin (15561567),Myles Gaskin,15561567,RB/FLEX,4800,MIA@SF 10/11/2020 04:05PM ET,15260890,12.12,Myles GaskinRB15260890,5,Myles Gaskin,0,0,0,0,0,0,0,0,0,0,0,5,5,1,34,0,0,16,57,3.56,1,2,0,0,0,0,20.1,0.90175,1.0,3.25,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,28.25,0.0,0.0,4.5025,0.0,48.0,0.0,0.0,4.5,0.0,5.0,0.0,0.0
804,WR,Darius Slayton (15561873),Darius Slayton,15561873,WR/FLEX,4800,NYG@DAL 10/11/2020 04:25PM ET,15260879,13.15,Darius SlaytonWR15260879,5,Darius Slayton,0,0,0,0,0,0,0,0,0,0,0,11,8,0.727,129,0,7,0,0,0,0,0,0,0,0,3,23.9,0.50625,3.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.75,0.0,7.25,0.75,0.0
805,TE,Dalton Schultz (15562223),Dalton Schultz,15562223,TE/FLEX,4800,NYG@DAL 10/11/2020 04:25PM ET,15260870,12.72,Dalton SchultzTE15260870,5,Dalton Schultz,0,0,0,0,0,0,0,0,0,0,0,3,1,0.333,6,0,0,0,0,0,0,0,0,0,0,0,1.6,0.57925,3.25,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,54.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,7.0,0.0,0.0
806,TE,Jared Cook (15562225),Jared Cook,15562225,TE/FLEX,4700,LAC@NO 10/12/2020 08:15PM ET,15260880,8.8,Jared CookTE15260880,5,Jared Cook,0,0,0,0,0,0,0,0,0,0,0,3,2,0.667,52,1,2,0,0,0,0,0,0,0,0,0,13.2,0.5936666666666667,2.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,5.0,0.0,0.0
807,RB,Chase Edmonds (15561571),Chase Edmonds,15561571,RB/FLEX,4700,ARI@NYJ 10/11/2020 01:00PM ET,15260888,9.55,Chase EdmondsRB15260888,5,Chase Edmonds,0,0,0,0,0,0,0,0,0,0,0,6,5,0.833,56,0,2,3,36,12,1,2,0,0,0,0,20.2,0.79575,1.5,1.25,0.0,0.0,4.0,0.5,0.0,0.0,0.0,0.0,18.25,0.0,0.0,3.4975,0.0,14.75,0.0,0.0,3.25,0.0,4.25,0.0,0.0
808,WR,Christian Kirk (15561893),Christian Kirk,15561893,WR/FLEX,4700,ARI@NYJ 10/11/2020 01:00PM ET,15260888,6.63,Christian KirkWR15260888,5,Christian Kirk,0,0,0,0,0,0,0,0,0,0,0,7,5,0.714,78,0,5,0,0,0,0,0,0,0,0,0,12.8,0.4333333333333333,1.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,25.333333333333332,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,4.666666666666667,0.0,0.0
809,TE,Hayden Hurst (15562227),Hayden Hurst,15562227,TE/FLEX,4700,CAR@ATL 10/11/2020 01:00PM ET,15260883,10.3,Hayden HurstTE15260883,5,Hayden Hurst,0,0,0,0,0,0,0,0,0,0,0,6,2,0.333,8,0,0,0,0,0,0,0,0,0,0,0,2.8,0.55625,1.75,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,40.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.25,0.0,5.5,0.0,0.0
810,WR,Anthony Miller (15561885),Anthony Miller,15561885,WR/FLEX,4700,TB@CHI 10/08/2020 08:20PM ET,15260864,8.8,Anthony MillerWR15260864,5,Anthony Miller,0,0,0,0,0,0,0,0,0,0,0,4,4,1,28,0,1,0,0,0,0,0,0,0,0,0,6.8,0.41675000000000006,1.5,0.25,0.0,0.0,0.25,0.5,0.0,0.0,0.0,0.0,33.25,0.0,0.0,2.25,0.0,2.25,0.0,0.0,2.25,0.0,4.75,0.0,0.0
811,TE,Jimmy Graham (15562229),Jimmy Graham,15562229,TE/FLEX,4700,TB@CHI 10/08/2020 08:20PM ET,15260864,11.4,Jimmy GrahamTE15260864,5,Jimmy Graham,0,0,0,0,0,0,0,0,0,0,0,5,3,0.6,33,1,2,0,0,0,0,0,0,0,0,0,12.3,0.7072499999999999,2.75,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.0,5.75,0.0,0.0
812,WR,Cole Beasley (15561891),Cole Beasley,15561891,WR/FLEX,4700,BUF@TEN 10/11/2020 01:00PM ET,15260861,13.25,Cole BeasleyWR15260861,5,Cole Beasley,0,0,0,0,0,0,0,0,0,0,0,6,6,1,53,0,4,0,0,0,0,0,0,0,0,0,11.3,0.75275,3.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,6.0,0.0,0.0
813,WR,Keelan Cole (15561889),Keelan Cole,15561889,WR/FLEX,4700,JAX@HOU 10/11/2020 01:00PM ET,15260884,12.6,Keelan ColeWR15260884,5,Keelan Cole,0,0,0,0,0,0,0,0,0,0,0,6,2,0.333,25,1,2,1,2,2,0,0,0,0,0,0,10.7,0.831,3.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,48.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.75,0.0,5.75,0.0,0.0
814,WR,Henry Ruggs III (15561887),Henry Ruggs III,15561887,WR/FLEX,4700,LV@KC 10/11/2020 01:00PM ET,15260876,5.5,Henry Ruggs IIIWR15260876,5,Henry Ruggs III,0,0,0,0,0,0,0,0,0,0,0,3,2,0.667,118,1,2,0,0,0,0,0,0,0,0,3,22.8,0.4665,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,29.5,0.0,0.0,2.75,0.0,5.5,0.0,0.0,2.0,0.0,4.0,0.0,0.0
815,RB,D'Ernest Johnson (15561569),D'Ernest Johnson,15561569,RB/FLEX,4700,IND@CLE 10/11/2020 04:25PM ET,15260885,2.5,D'Ernest JohnsonRB15260885,5,D'Ernest Johnson,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4,0,0,8,32,4,0,1,0,0,0,0,4.6,0.0,0.0,2.5,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.154999999999999,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
816,WR,Greg Ward (15561903),Greg Ward,15561903,WR/FLEX,4600,PHI@PIT 10/11/2020 01:00PM ET,15260862,9.5,Greg WardWR15260862,5,Greg Ward,0,0,0,0,0,0,0,0,0,0,0,5,4,0.8,26,1,1,0,0,0,0,0,0,0,0,0,12.6,0.7529999999999999,2.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,36.5,0.0,0.0,-1.5,0.0,-1.5,0.0,0.0,4.5,0.0,6.5,0.0,0.0
817,WR,Randall Cobb (15561899),Randall Cobb,15561899,WR/FLEX,4600,JAX@HOU 10/11/2020 01:00PM ET,15260889,10.08,Randall CobbWR15260889,5,Randall Cobb,0,0,0,0,0,0,0,0,0,0,0,6,6,1,47,0,2,0,0,0,0,0,0,0,0,0,10.7,0.725,2.5,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,53.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.25,0.0,4.5,0.0,0.0
818,TE,Evan Engram (15562231),Evan Engram,15562231,TE/FLEX,4600,NYG@DAL 10/11/2020 04:25PM ET,15260879,7.52,Evan EngramTE15260879,5,Evan Engram,0,0,0,0,0,0,0,0,0,0,0,2,1,0.5,16,0,1,2,9,4.5,1,1,0,0,0,0,9.5,0.559,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.25,0.0,7.5,0.0,0.0
819,WR,Zach Pascal (15561895),Zach Pascal,15561895,WR/FLEX,4600,IND@CLE 10/11/2020 04:25PM ET,15260867,7.22,Zach PascalWR15260867,5,Zach Pascal,0,0,0,0,0,0,0,0,0,0,0,2,2,1,15,0,1,0,0,0,0,0,0,0,0,0,3.5,0.573,1.5,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,32.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,4.75,0.0,0.0
820,TE,Rob Gronkowski (15562233),Rob Gronkowski,15562233,TE/FLEX,4500,TB@CHI 10/08/2020 08:20PM ET,15260886,4.45,Rob GronkowskiTE15260886,5,Rob Gronkowski,0,0,0,0,0,0,0,0,0,0,0,6,3,0.5,52,0,2,0,0,0,0,0,0,0,0,0,8.2,0.46425,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25,0.0,3.5,0.0,0.0
821,WR,Laviska Shenault Jr. (15561907),Laviska Shenault Jr.,15561907,WR/FLEX,4500,JAX@HOU 10/11/2020 01:00PM ET,15260884,11.6,Laviska Shenault Jr.WR15260884,5,Laviska Shenault Jr.,0,0,0,0,0,0,0,0,0,0,0,8,7,0.875,79,0,6,0,0,0,0,0,0,0,0,0,14.9,0.7915000000000001,2.5,0.75,0.0,0.0,2.25,0.25,0.0,0.0,0.0,0.0,47.75,0.0,0.0,4.6,0.0,13.25,0.0,0.0,4.0,0.0,5.0,0.0,0.0
822,WR,Sammy Watkins (15561905),Sammy Watkins,15561905,WR/FLEX,4500,LV@KC 10/11/2020 01:00PM ET,15260868,11.02,Sammy WatkinsWR15260868,5,Sammy Watkins,0,0,0,0,0,0,0,0,0,0,0,2,2,1,24,1,2,0,0,0,0,0,0,0,0,0,10.4,0.63925,3.5,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,49.5,0.0,0.0,0.75,0.0,0.75,0.0,0.0,4.75,0.0,6.75,0.0,0.0
823,QB,Robert Griffin III (15561467),Robert Griffin III,15561467,QB,4400,CIN@BAL 10/11/2020 01:00PM ET,15260866,-0.22,Robert Griffin IIIQB15260866,5,Robert Griffin III,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,0,0,0,0,0,0,-0.1,0.0,0.0,0.0,0.5,0.0,2.0,0.0,52.1,4.5,50.0,0.5,0.0,0.0,0.5,0.0,0.0,1.0,4.5,0.0,0.0,0.0,0.0,0.0,1.0
824,WR,Mecole Hardman (15561911),Mecole Hardman,15561911,WR/FLEX,4400,LV@KC 10/11/2020 01:00PM ET,15260868,9.92,Mecole HardmanWR15260868,5,Mecole Hardman,0,0,0,0,0,0,0,0,0,0,0,3,2,0.667,50,0,2,0,0,0,0,0,0,0,0,0,7.0,0.8335,1.25,0.0,0.0,0.0,0.25,0.5,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.75,0.0,0.75,0.0,0.0,2.75,0.0,3.5,0.0,0.0
825,RB,Justin Jackson (15561583),Justin Jackson,15561583,RB/FLEX,4300,LAC@NO 10/12/2020 08:15PM ET,15260872,2.25,Justin JacksonRB15260872,5,Justin Jackson,0,0,0,0,0,0,0,0,0,0,0,6,5,0.833,23,0,1,15,71,4.73,0,4,0,0,0,0,14.399999999999999,0.5,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,1.75,0.0,6.5,0.0,0.0,1.0,0.0,1.0,0.0,0.0
826,TE,Hunter Henry (15562237),Hunter Henry,15562237,TE/FLEX,4300,LAC@NO 10/12/2020 08:15PM ET,15260872,10.62,Hunter HenryTE15260872,5,Hunter Henry,0,0,0,0,0,0,0,0,0,0,0,8,4,0.5,23,1,3,0,0,0,0,0,0,0,0,0,12.3,0.64725,2.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,6.75,0.0,0.0
827,RB,J.K. Dobbins (15561587),J.K. Dobbins,15561587,RB/FLEX,4300,CIN@BAL 10/11/2020 01:00PM ET,15260866,8.1,J.K. DobbinsRB15260866,5,J.K. Dobbins,0,0,0,0,0,0,0,0,0,0,0,3,3,1,21,0,0,1,34,34,0,1,0,0,0,0,8.5,0.625,0.5,1.25,0.0,0.0,3.75,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,9.085,0.0,23.0,0.0,0.5,1.5,0.0,1.75,0.0,0.0
828,RB,Nyheim Hines (15561585),Nyheim Hines,15561585,RB/FLEX,4300,IND@CLE 10/11/2020 04:25PM ET,15260867,11.25,Nyheim HinesRB15260867,5,Nyheim Hines,0,0,0,0,0,0,0,0,0,0,0,4,2,0.5,22,0,1,3,8,2.67,0,0,0,0,0,0,5.0,0.95,1.5,1.0,0.0,0.0,5.75,0.25,0.0,0.0,0.0,0.0,24.25,0.0,0.0,2.4175,0.0,18.25,0.0,0.25,4.0,0.0,4.25,0.0,0.0
829,RB,Matt Breida (15561593),Matt Breida,15561593,RB/FLEX,4200,MIA@SF 10/11/2020 04:05PM ET,15260890,3.82,Matt BreidaRB15260890,5,Matt Breida,0,0,0,0,0,0,0,0,0,0,0,1,1,1,31,0,1,9,28,3.11,0,1,0,0,0,0,6.8999999999999995,0.375,0.5,0.75,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,10.25,0.0,0.0,3.5050000000000003,0.0,18.0,0.0,0.0,1.0,0.0,1.25,0.0,0.0
830,WR,Kendrick Bourne (15561919),Kendrick Bourne,15561919,WR/FLEX,4200,MIA@SF 10/11/2020 04:05PM ET,15260863,8.18,Kendrick BourneWR15260863,5,Kendrick Bourne,0,0,0,0,0,0,0,0,0,0,0,4,2,0.5,30,1,1,0,0,0,0,0,0,0,0,0,11.0,0.59175,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.25,0.0,5.5,0.0,0.0
831,RB,Dion Lewis (15561591),Dion Lewis,15561591,RB/FLEX,4200,NYG@DAL 10/11/2020 04:25PM ET,15260879,5.38,Dion LewisRB15260879,5,Dion Lewis,0,0,0,0,0,0,0,0,0,0,0,4,2,0.5,1,0,0,0,0,0,0,0,0,0,0,0,2.1,0.45,1.0,0.75,0.0,0.0,3.25,0.0,0.0,0.0,0.0,0.0,13.5,0.0,0.0,3.25,0.0,7.75,0.0,0.25,1.75,0.0,3.0,0.0,0.0
832,TE,Mo Alie-Cox (15562239),Mo Alie-Cox,15562239,TE/FLEX,4200,IND@CLE 10/11/2020 04:25PM ET,15260867,11.35,Mo Alie-CoxTE15260867,5,Mo Alie-Cox,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.83325,2.25,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,48.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.75,0.0,3.25,0.75,0.0
833,QB,Taysom Hill (15561482),Taysom Hill,15561482,QB,4100,LAC@NO 10/12/2020 08:15PM ET,15260880,2.28,Taysom HillQB15260880,5,Taysom Hill,0,1,0,0,0,0,0,0,0,0,39.6,2,0,0,0,0,0,3,13,4.33,1,1,0,0,0,0,7.3,0.75,0.25,0.25,0.25,0.0,2.5,0.0,29.7,9.5,25.0,0.0,5.75,0.0,0.25,3.3325,0.0,8.25,9.5,0.0,0.75,0.0,0.75,0.0,0.25
834,WR,Chase Claypool (15561929),Chase Claypool,15561929,WR/FLEX,4100,PHI@PIT 10/11/2020 01:00PM ET,15260860,9.3,Chase ClaypoolWR15260860,5,Chase Claypool,0,0,0,0,0,0,0,0,0,0,0,11,7,0.636,110,3,6,3,6,2,1,2,0,0,0,3,45.6,0.75,1.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,50.333333333333336,0.0,0.0,2.6666666666666665,0.0,2.6666666666666665,0.0,0.0,2.0,0.0,3.0,0.0,0.0
835,RB,Giovani Bernard (15561601),Giovani Bernard,15561601,RB/FLEX,4100,CIN@BAL 10/11/2020 01:00PM ET,15260869,6.18,Giovani BernardRB15260869,5,Giovani Bernard,0,0,0,0,0,0,0,0,0,0,0,2,1,0.5,4,0,0,0,0,0,0,0,0,0,0,0,1.4,0.6285000000000001,1.0,0.75,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,24.5,0.0,0.0,4.875,0.0,7.25,0.0,0.0,3.0,0.0,3.75,0.0,0.0
836,RB,Duke Johnson (15561599),Duke Johnson,15561599,RB/FLEX,4100,JAX@HOU 10/11/2020 01:00PM ET,15260889,4.45,Duke JohnsonRB15260889,5,Duke Johnson,0,0,0,0,0,0,0,0,0,0,0,1,1,1,11,0,1,3,8,2.67,0,0,0,0,0,0,2.9000000000000004,0.375,0.5,0.5,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,10.5,0.0,0.0,3.8,0.0,19.0,0.0,0.0,1.5,0.0,2.5,0.0,0.0
837,WR,Brandin Cooks (15561927),Brandin Cooks,15561927,WR/FLEX,4100,JAX@HOU 10/11/2020 01:00PM ET,15260889,5.95,Brandin CooksWR15260889,5,Brandin Cooks,0,0,0,0,0,0,0,0,0,0,0,12,8,0.667,161,1,6,0,0,0,0,0,0,0,0,3,33.1,0.40625,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,5.25,0.0,0.0
838,WR,Preston Williams (15561925),Preston Williams,15561925,WR/FLEX,4100,MIA@SF 10/11/2020 04:05PM ET,15260890,6.22,Preston WilliamsWR15260890,5,Preston Williams,0,0,0,0,0,0,0,0,0,0,0,5,4,0.8,106,1,3,0,0,0,0,0,0,0,0,3,23.6,0.45475,1.25,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,22.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,4.25,0.0,0.0
839,TE,Austin Hooper (15562241),Austin Hooper,15562241,TE/FLEX,4100,IND@CLE 10/11/2020 04:25PM ET,15260885,6.9,Austin HooperTE15260885,5,Austin Hooper,0,0,0,0,0,0,0,0,0,0,0,10,5,0.5,57,0,4,0,0,0,0,0,0,0,0,0,10.7,0.741,1.75,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,4.25,0.0,0.0
840,WR,Mike Williams (15561933),Mike Williams,15561933,WR/FLEX,4000,LAC@NO 10/12/2020 08:15PM ET,15260872,5.67,Mike WilliamsWR15260872,5,Mike Williams,0,0,0,0,0,0,0,0,0,0,0,8,5,0.625,109,2,3,0,0,0,0,0,0,0,0,3,30.9,0.648,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.333333333333336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3333333333333335,0.0,4.666666666666667,0.0,0.0
841,RB,Frank Gore (15561759),Frank Gore,15561759,RB/FLEX,4000,ARI@NYJ 10/11/2020 01:00PM ET,15260887,5.12,Frank GoreRB15260887,5,Frank Gore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,30,3.33,0,3,0,0,0,0,3.0,0.375,0.0,2.25,0.0,0.0,13.75,0.0,0.0,0.0,0.0,0.0,2.75,0.0,0.0,3.2775000000000003,0.0,43.5,0.0,0.0,0.5,0.0,1.25,0.0,0.0
842,RB,Alex Armah (15561745),Alex Armah,15561745,RB/FLEX,4000,CAR@ATL 10/11/2020 01:00PM ET,15260878,0.68,Alex ArmahRB15260878,5,Alex Armah,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,1,0,0,0,0,0.2,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.666666666666667,0.0,0.0,0.8333333333333334,0.0,1.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0
843,RB,Brian Hill (15561747),Brian Hill,15561747,RB/FLEX,4000,CAR@ATL 10/11/2020 01:00PM ET,15260883,6.95,Brian HillRB15260883,5,Brian Hill,0,0,0,0,0,0,0,0,0,0,0,2,2,1,15,0,0,6,39,6.5,0,3,0,0,0,0,7.4,0.83325,0.25,1.0,0.0,0.0,4.75,0.0,0.0,0.0,0.0,0.0,13.5,0.0,0.0,4.4025,0.0,23.5,0.0,0.25,1.75,0.0,2.25,0.0,0.0
844,RB,Ito Smith (15561749),Ito Smith,15561749,RB/FLEX,4000,CAR@ATL 10/11/2020 01:00PM ET,15260883,2.82,Ito SmithRB15260883,5,Ito Smith,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,3,0,0,0,0,0,0,0.6,0.5,0.25,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,6.5,0.0,0.0,2.375,0.0,6.75,0.0,0.0,1.5,0.0,2.0,0.0,0.0
845,RB,J.D. McKissic (15561719),J.D. McKissic,15561719,RB/FLEX,4000,LAR@WAS 10/11/2020 01:00PM ET,15260891,6.25,J.D. McKissicRB15260891,5,J.D. McKissic,0,0,0,0,0,0,0,0,0,0,0,8,6,0.75,46,0,1,1,3,3,0,1,0,0,0,0,10.9,0.45625,0.75,1.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,19.5,0.0,0.0,2.99,0.0,18.0,0.0,0.0,2.75,0.0,4.25,0.0,0.0
846,RB,Cam Akers (15561725),Cam Akers,15561725,RB/FLEX,4000,LAR@WAS 10/11/2020 01:00PM ET,15260882,3.3,Cam AkersRB15260882,5,Cam Akers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,61,6.78,0,2,0,0,0,0,6.1,0.5,0.0,0.0,0.0,0.0,8.5,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.56,0.0,26.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0
847,WR,Josh Reynolds (15561937),Josh Reynolds,15561937,WR/FLEX,4000,LAR@WAS 10/11/2020 01:00PM ET,15260882,5.62,Josh ReynoldsWR15260882,5,Josh Reynolds,0,0,0,0,0,0,0,0,0,0,0,4,2,0.5,46,0,2,0,0,0,0,0,0,0,0,0,6.6,0.8875,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,3.0,0.0,0.0
848,RB,Benny Snell Jr. (15561691),Benny Snell Jr.,15561691,RB/FLEX,4000,PHI@PIT 10/11/2020 01:00PM ET,15260860,5.17,Benny Snell Jr.RB15260860,5,Benny Snell Jr.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,19,2.71,0,1,0,0,0,0,1.9,0.3333333333333333,0.0,1.6666666666666667,0.0,0.0,9.666666666666666,0.0,0.0,0.0,0.0,0.0,-1.3333333333333333,0.0,0.0,3.063333333333333,0.0,43.0,0.0,0.0,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0
849,RB,Boston Scott (15561699),Boston Scott,15561699,RB/FLEX,4000,PHI@PIT 10/11/2020 01:00PM ET,15260862,3.82,Boston ScottRB15260862,5,Boston Scott,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,0,0,0,0,0,0,0.3,0.5,0.25,0.75,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,10.75,0.0,0.0,2.7025,0.0,15.0,0.0,0.0,1.25,0.0,1.5,0.0,0.0
850,TE,Eric Ebron (15562245),Eric Ebron,15562245,TE/FLEX,4000,PHI@PIT 10/11/2020 01:00PM ET,15260860,8.77,Eric EbronTE15260860,5,Eric Ebron,0,0,0,0,0,0,0,0,0,0,0,6,5,0.833,43,0,3,0,0,0,0,0,0,0,0,0,9.3,0.6046666666666667,2.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,37.666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,4.666666666666667,0.0,0.0
851,RB,Gus Edwards (15561681),Gus Edwards,15561681,RB/FLEX,4000,CIN@BAL 10/11/2020 01:00PM ET,15260866,4.18,Gus EdwardsRB15260866,5,Gus Edwards,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,25,3.57,0,2,0,0,0,0,2.5,0.0,0.0,2.75,0.0,0.0,6.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.38,0.0,41.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0
852,RB,Patrick Ricard (15561685),Patrick Ricard,15561685,RB/FLEX,4000,CIN@BAL 10/11/2020 01:00PM ET,15260866,1.98,Patrick RicardRB15260866,5,Patrick Ricard,0,0,0,0,0,0,0,0,0,0,0,2,1,0.5,7,0,0,0,0,0,0,0,0,0,0,0,1.7,1.0,1.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,5.0,0.0,0.0,-0.5,0.0,-0.5,0.0,0.0,1.0,0.0,1.0,0.0,0.0
